Date,Image Id,Components,Model,Pdf Type,Samples,Dimension,R2 Score,Max Error Score,N Layer,N Neurons,Epoch,Mse Score,Evs Score,Ise Score,K1 Score,Id,Best Params,Experiment Params,Pdf Param,Id Dataset
2023-10-27 18:33:03,b0f05d0,4,MLP kmeans,MULTIVARIATE_1254,100,1,-0.173,0.106,4,65536,200,0.06,0.035,0.035,0.144,f59d1,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 200, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [200], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-27 18:33:15,b473a13,4,MLP kmeans,MULTIVARIATE_1254,100,1,-0.201,0.109,4,65536,300,0.061,0.023,0.036,0.144,c7764,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 300, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [300], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-27 18:33:32,3f1b6be,4,MLP kmeans,MULTIVARIATE_1254,100,1,-0.249,0.105,3,4096,300,0.062,-0.005,0.038,0.153,546ec,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 300, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.01)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [300], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (16, LeakyReLU(negative_slope=0.01)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-27 18:33:43,9631e8c,4,MLP kmeans,MULTIVARIATE_1254,100,1,-0.012,0.128,3,8192,300,0.056,0.168,0.03,0.141,28786,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 300, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (32, LeakyReLU(negative_slope=0.01)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [300], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (32, LeakyReLU(negative_slope=0.01)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-27 18:34:18,9cc5c1b,4,MLP kmeans,MULTIVARIATE_1254,100,1,0.367,0.13,4,1048576,400,0.044,0.415,0.019,0.09,80600,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 400, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (64, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [400], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (64, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-27 18:34:38,d43300d,4,MLP kmeans,MULTIVARIATE_1254,100,1,0.401,0.068,4,524288,400,0.043,0.482,0.018,0.086,5d659,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 400, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [400], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-27 18:35:13,ba2860d,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.665,0.15,4,524288,600,0.033,0.676,0.011,0.046,57ef6,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 600, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [600], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:35:26,c08b72b,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.68,0.145,4,524288,500,0.032,0.69,0.01,0.042,8c066,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 500, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:35:41,60e9dab,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.594,0.149,4,524288,800,0.036,0.607,0.013,0.056,c2255,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 800, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [800], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:36:00,7e95341,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.692,0.14,4,524288,400,0.031,0.697,0.01,0.04,5c63a,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 400, 'batch_size': 25, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [400], 'batch_size': [25, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:36:16,2c37758,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.701,0.126,4,524288,500,0.031,0.701,0.01,0.04,34b5b,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 500, 'batch_size': 50, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500], 'batch_size': [50, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:36:37,1591914,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.621,0.145,4,524288,1000,0.035,0.634,0.012,0.057,cc1e0,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 1000, 'batch_size': 50, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [1000], 'batch_size': [50, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:36:53,d6afef9,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.651,0.142,4,524288,800,0.033,0.652,0.011,0.05,ccf1c,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 800, 'batch_size': 50, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [800], 'batch_size': [50, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:37:25,c46d89e,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.68,0.144,4,1048576,500,0.032,0.681,0.01,0.046,dacfa,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 500, 'batch_size': 50, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500], 'batch_size': [50, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:37:52,25297bb,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.637,0.152,4,1048576,500,0.034,0.65,0.012,0.05,967c6,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 500, 'batch_size': 50, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, LeakyReLU(negative_slope=0.01)), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500], 'batch_size': [50, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, LeakyReLU(negative_slope=0.01)), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:38:42,d856fe6,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.425,0.131,4,1048576,100,0.043,0.427,0.018,0.09,c4395,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 100, 'batch_size': 10, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [100], 'batch_size': [10, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:39:31,c280786,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.641,0.149,4,1048576,300,0.034,0.669,0.011,0.046,aa344,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 300, 'batch_size': 10, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.5}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [300], 'batch_size': [10, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.5]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:42:34,df27caf,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.149,0.119,4,1048576,300,0.052,0.306,0.027,0.121,d72b6,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 300, 'batch_size': 10, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [300], 'batch_size': [10, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:43:00,8002258,4,MLP kmeans,MULTIVARIATE_1254,200,1,-0.158,0.122,4,524288,300,0.061,0.103,0.037,0.15,9f183,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 300, 'batch_size': 20, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [300], 'batch_size': [20, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (32, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
2023-10-27 18:43:29,d1bf87f,4,MLP kmeans,MULTIVARIATE_1254,200,1,0.479,0.115,4,262144,300,0.041,0.51,0.017,0.083,918c4,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 300, 'batch_size': 20, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [300], 'batch_size': [20, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda', None], 'module__hidden_layer': [[(16, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (32, LeakyReLU(negative_slope=0.1)), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1]}","[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",37138
