Date,Id,Components,Model,Pdf Type,Samples,Dimension,R2 Score,Mse Score,Max Error Score,Evs Score,Ise Score,K1 Score,Best Params,Experiment Params,Epoch,Pdf Param,Id Dataset
2023-09-08 17:08:05,aa046,8,MLP kmeans ,exponential,100,1,0.967,0.073,0.345,0.982,0.017,0.037,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 30, 'batch_size': 8, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [30, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",30,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:08:16,d3a85,8,MLP kmeans ,exponential,100,1,0.976,0.062,0.311,0.986,0.012,0.018,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 35, 'batch_size': 8, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [35, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",35,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:08:26,95c49,32,GMM random,exponential,100,1,0.793,0.182,1.131,0.793,362.181,0.702,None,None,0,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:08:26,bcc59,32,MLP kmeans ,exponential,100,1,0.891,0.132,0.595,0.937,0.056,0.161,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 35, 'batch_size': 8, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [35, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",35,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:08:39,bad6f,32,MLP kmeans ,exponential,100,1,0.893,0.131,0.598,0.938,0.055,0.157,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 50, 'batch_size': 8, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",50,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:08:56,21fec,32,MLP kmeans ,exponential,100,1,0.897,0.128,0.609,0.936,0.052,0.102,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 50, 'batch_size': 4, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [4, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",50,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:09:06,4ea9d,32,MLP kmeans ,exponential,100,1,0.896,0.129,0.604,0.936,0.053,0.111,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 40, 'batch_size': 4, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [40, 1000, 5000], 'batch_size': [4, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",40,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:09:45,9e234,32,MLP kmeans ,exponential,100,1,0.897,0.128,0.609,0.936,0.052,0.102,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 50, 'batch_size': 4, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [4, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",50,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:09:54,e17cd,32,MLP kmeans ,exponential,100,1,0.897,0.128,0.609,0.936,0.052,0.102,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 50, 'batch_size': 4, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [4, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1, 0.1]}",50,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:10:06,dd5d3,32,MLP kmeans ,exponential,100,1,0.897,0.128,0.625,0.936,0.053,0.095,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 60, 'batch_size': 4, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [60, 1000, 5000], 'batch_size': [4, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1, 0.1]}",60,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:10:22,e4cf7,32,MLP kmeans ,exponential,100,1,0.892,0.132,0.689,0.931,0.055,0.096,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 80, 'batch_size': 4, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [80, 1000, 5000], 'batch_size': [4, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1, 0.1]}",80,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:10:33,52541,32,MLP kmeans ,exponential,100,1,0.888,0.134,0.643,0.935,0.057,0.167,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 80, 'batch_size': 8, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [80, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1, 0.1]}",80,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:10:47,f609c,32,MLP kmeans ,exponential,100,1,0.897,0.129,0.707,0.93,0.053,0.089,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 80, 'batch_size': 2, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [80, 1000, 5000], 'batch_size': [2, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1, 0.1]}",80,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:10:58,05df0,32,MLP kmeans ,exponential,100,1,0.902,0.125,0.613,0.934,0.05,0.08,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 50, 'batch_size': 2, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [2, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1, 0.1]}",50,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:11:07,a4503,32,MLP kmeans ,exponential,100,1,0.908,0.121,0.586,0.941,0.047,0.134,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 50, 'batch_size': 2, 'lr': 0.003, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [2, 32, 16], 'lr': [0.003, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1, 0.1]}",50,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:11:19,6030a,32,MLP kmeans ,exponential,100,1,0.916,0.116,0.528,0.955,0.043,0.295,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 50, 'batch_size': 2, 'lr': 0.005, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [2, 32, 16], 'lr': [0.005, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",50,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:11:37,5a89f,32,MLP kmeans ,exponential,100,1,0.894,0.13,0.605,0.934,0.054,0.138,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 50, 'batch_size': 2, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [2, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",50,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
2023-09-08 17:11:51,59948,32,MLP kmeans ,exponential,100,1,0.901,0.126,0.599,0.929,0.051,0.104,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 40, 'batch_size': 2, 'lr': 0.002, 'module__last_activation': 'lambda', 'module__hidden_layer': [(80, ReLU()), (160, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.1}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [40, 1000, 5000], 'batch_size': [2, 32, 16], 'lr': [0.002, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(80, ReLU()), (160, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.1, 0.1]}",40,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",297d0
